date,BTC,ETH,OKB,1INCH,AAVE,ADA,AKT,APT,AR,ARB,AVAX,AXS,BEAM,BLZ,COMP,CRV,DASH,DOT,DYDX,DYM,ENS,FET,FIL,GALA,HNT,ILV,IMX,JUP,LDO,LINK,MANTA,MANTRA,MATIC,METIS,MKR,NEAR,ONDO,OP,PAS,PEAQ,PHB,POLYX,RENDER,RIO,RNDR,SECRET,SEI,SNX,SOL,STRK,SUI,TAO,TIA,TON,TRX,UNI,ZEC
2023-09-08,26527.51,1622.48,43.17,0.2476,59.34,0.2471,,5.2265,4.32,0.7946,9.1,4.48,,0.1574,38.55,0.4316,25.82,4.07,1.921,,7.39,0.2256,3.329,0.0142,,41.03,0.5207,,1.51,6.146,,,0.5172,,1252.0,1.095,,1.372,,,0.5524,0.1088,,,1.567,,0.123,2.132,18.81,,0.4345,,,,0.08334,4.282,25.48
2023-09-15,26248.38,1580.71,42.86,0.2539,61.74,0.2427,,5.3246,4.09,0.8075,8.78,4.51,,0.1784,40.12,0.5147,26.37,3.993,1.872,,7.32,0.2154,3.21,0.01327,,39.05,0.5904,,1.465,6.972,,,0.5136,,1272.0,1.096,,1.263,,,0.6102,0.1176,,,1.552,,0.1184,1.953,19.36,,0.439,,,,0.0836,4.235,25.86
2023-09-22,27992.57,1733.79,43.39,0.2766,72.21,0.2659,,5.6719,4.43,0.9693,9.75,4.78,,0.1595,47.97,0.5381,28.18,4.263,2.006,,8.33,0.2349,3.465,0.01509,,41.62,0.6146,,1.695,8.054,,,0.5691,,1480.0,1.16,,1.412,,,0.6714,0.1209,,,1.693,,0.1247,2.17,23.87,,0.507,,,,0.09011,4.653,28.06
2023-09-29,27917.05,1632.84,42.86,0.2595,66.04,0.2563,,5.1985,4.0,0.8466,10.09,4.46,,0.1336,43.13,0.4739,26.56,4.012,2.01,,7.61,0.2186,3.394,0.01435,,39.18,0.5583,,1.592,7.673,,,0.5607,,1403.0,1.094,,1.281,,,0.6145,0.1269,,,1.831,,0.1157,2.025,23.22,,0.4377,,,,0.08802,4.337,26.22
2023-10-06,27154.15,1557.77,43.1,0.2445,63.96,0.2473,,4.9283,3.895,0.8037,9.17,4.27,,0.1197,40.91,0.4401,25.63,3.753,1.842,,7.03,0.2119,3.225,0.01367,,39.49,0.5278,,1.607,7.423,,,0.5153,,1433.0,1.027,,1.21,,,0.5579,0.1202,,,1.729,,0.1031,1.872,21.93,,0.4105,,,,0.08667,4.102,25.13
2023-10-13,29992.46,1663.7,43.68,0.2704,79.27,0.2639,,6.1583,4.21,0.853,10.09,4.45,,0.1843,44.04,0.451,26.27,3.967,1.98,,7.25,0.2323,3.423,0.01425,,40.7,0.579,,1.717,10.19,,,0.6093,,1448.0,1.056,,1.316,,,0.5843,0.1529,,,1.959,,0.1055,2.123,29.05,,0.4043,,,,0.09031,4.213,25.87
2023-10-20,34525.89,1795.14,44.92,0.2956,84.49,0.2954,,6.7377,5.236,0.9483,11.37,5.64,,0.258,47.1,0.493,28.64,4.315,2.482,,7.77,0.3658,3.795,0.02082,,50.25,0.6762,,1.825,11.081,,,0.6387,,1424.0,1.277,,1.413,,,0.7186,0.2915,,,2.551,,0.1115,2.321,32.83,,0.4527,,,,0.09489,4.153,28.22
2023-10-27,35011.88,1891.71,49.45,0.3303,89.09,0.3419,,6.8751,6.634,1.0897,12.35,5.72,,0.2796,49.77,0.565,30.41,4.762,2.369,,8.5,0.3653,4.11,0.02038,,64.69,0.932,,2.017,12.231,,,0.6918,,1328.0,1.636,,1.54,,,0.7101,0.2198,,,2.367,,0.1173,2.482,41.15,,0.5001,,2.309,,0.09808,4.772,28.64
2023-11-03,37064.13,2044.68,60.34,0.3805,99.86,0.3834,,7.8127,7.321,1.1558,18.98,6.37,,0.2566,54.46,0.6305,33.61,5.709,3.21,,9.18,0.4296,5.144,0.0243,,89.99,1.1883,,2.27,16.025,,,0.8971,,1290.0,1.701,,1.821,,,0.8107,0.2132,,,2.414,,0.1328,2.868,56.28,,0.6179,,4.6191,,0.10851,5.417,31.18
2023-11-10,37359.86,2011.47,57.08,0.366,91.52,0.384,,7.2135,9.107,1.0459,22.85,6.26,,0.2444,52.3,0.5746,30.56,5.434,3.367,,9.08,0.4995,4.881,0.02455,,97.7,1.3518,,2.373,14.908,,,0.8522,,1385.0,1.985,,1.778,,,0.8146,0.2093,,,3.361,,0.1481,3.428,61.1,,0.5633,,6.7966,,0.10349,5.234,29.23
2023-11-17,37447.43,2062.33,57.67,0.3553,97.91,0.3873,,7.2757,7.716,1.0374,21.06,6.69,,0.2415,52.65,0.5803,30.76,5.329,3.442,,8.64,0.5345,4.595,0.02721,,117.13,1.3582,,2.497,14.766,,,0.7622,,1486.0,1.828,,1.815,,,0.8565,0.1962,,,3.307,,0.2285,3.437,57.57,,0.6349,,5.4366,,0.10778,6.18,29.55
2023-11-24,39972.26,2192.95,59.0,0.3552,102.72,0.3949,,7.3024,8.03,1.0965,21.94,6.74,,0.2554,51.16,0.6025,31.59,5.541,3.342,,8.81,0.5578,4.574,0.02666,,109.08,1.4293,,2.431,15.705,,,0.8138,,1514.0,1.979,,1.719,,,0.8131,0.2205,,,3.871,,0.266,3.816,62.98,,0.6153,,8.5899,,0.10308,6.057,30.84
2023-12-01,43789.51,2352.39,60.21,0.402,97.98,0.5948,,8.4324,8.344,1.1558,37.14,7.85,,0.2845,55.77,0.7197,34.91,7.348,3.03,,9.69,0.5284,5.151,0.03455,,107.73,1.8438,,2.388,16.367,,,0.9232,,1418.0,2.519,,2.168,,,0.8534,0.2112,,,3.796,,0.264,4.39,74.87,,0.6925,,9.8297,,0.10784,6.605,33.62
2023-12-08,41374.65,2196.52,56.68,0.3656,100.1,0.5804,,8.0393,9.383,1.1061,40.62,6.96,,0.3452,50.73,0.6579,31.86,6.784,3.069,,8.59,0.638,5.28,0.02971,,88.32,1.9846,,2.082,14.013,,,0.8175,,1317.0,2.266,,2.086,,,0.9197,0.1895,,,4.205,,0.2329,3.772,70.87,,0.6105,,12.709,,0.10203,6.063,29.76
2023-12-15,42991.5,2264.05,55.17,0.4191,99.61,0.5919,,9.3105,10.811,1.354,47.68,9.13,,0.3561,56.92,0.618,34.44,8.611,2.989,,9.35,0.7099,5.637,0.03095,,101.12,2.3846,,2.423,15.262,,,0.8474,,1395.0,3.798,,3.566,,,1.2919,0.1937,,,4.607,,0.3634,4.085,112.45,,0.7142,,14.1393,,0.1062,6.842,30.14
2023-12-22,42283.58,2281.87,55.06,0.4277,108.69,0.594,,9.3869,9.643,1.5612,38.55,8.85,,0.3375,57.41,0.6053,31.71,8.202,2.95,,9.67,0.6725,6.92,0.03035,,90.45,2.1315,,2.644,14.941,,,0.9707,,1701.0,3.65,,3.706,,,1.0065,0.1904,,,4.471,,0.5601,3.866,101.72,,0.7752,,11.8794,,0.10764,7.222,26.92
2023-12-29,43929.02,2221.42,54.2,0.4198,94.94,0.4945,,8.4746,8.058,1.7218,33.64,7.5,,0.333,48.09,0.5176,27.15,6.899,2.49,,11.78,0.622,5.623,0.02468,,79.41,1.9013,,2.929,13.151,,,0.8011,,1752.0,3.215,,3.171,,,0.8306,0.1886,,,3.635,,0.6771,3.305,89.44,,0.8002,,14.3116,,0.1028,6.004,21.92
2024-01-05,41732.35,2472.87,53.66,0.4607,99.42,0.5251,,9.6752,10.112,2.0302,35.29,7.8,,0.3357,57.75,0.5319,28.24,7.319,2.854,,23.71,0.6515,5.814,0.02522,,84.72,1.9856,,3.235,14.755,,,0.8374,,2034.0,3.307,,3.479,,,0.8891,0.1665,,,3.764,,0.693,3.541,93.81,,1.2506,,18.0582,,0.11121,6.319,22.72
2024-01-12,41580.33,2457.05,53.68,0.4176,96.49,0.5032,,8.4456,9.443,1.8162,32.54,7.79,,0.332,54.46,0.5357,28.54,6.817,2.755,,18.45,0.5933,5.362,0.02408,,81.87,1.9174,,2.861,15.396,2.67282,,0.7835,,1991.0,2.922,,3.119,,,0.8766,0.165,,,3.976,,0.6501,3.278,91.09,,1.0613,,16.8627,,0.10895,6.377,23.37
2024-01-19,42031.06,2256.9,51.96,0.3846,91.16,0.4903,,8.8666,8.754,1.7987,34.82,7.28,,0.3049,54.42,0.4686,27.59,6.872,2.672,,18.49,0.602,5.199,0.02276,,74.32,1.906,,3.153,14.48,3.47891,,0.789,,1958.0,2.88,,3.029,,,0.8842,0.1579,,,3.971,,0.6568,3.172,95.98,,1.3331,,17.0247,,0.11224,5.942,22.17
2024-01-26,42582.88,2289.79,48.21,0.3894,83.24,0.4934,,8.8369,8.434,1.7315,34.87,6.97,,0.2986,53.45,0.4526,26.78,6.666,2.621,,17.95,0.5245,4.928,0.02113,,72.09,2.1056,0.5305,2.67,18.153,2.61836,,0.7735,,1994.0,2.754,,2.994,,,0.8775,0.1496,,,4.646,,0.5953,3.095,95.49,,1.4647,,17.3668,,0.11843,5.981,21.42
2024-02-02,48299.99,2507.21,49.53,0.4201,87.28,0.5414,,9.0435,8.652,1.9417,39.72,7.47,,0.3007,54.96,0.4906,27.52,7.099,2.882,7.104,21.42,0.6313,5.308,0.02384,,94.5,2.744,0.5066,2.884,20.146,2.85034,,0.8355,,2026.0,3.125,,3.535,,,0.9895,0.1705,,,4.617,,0.6784,3.479,107.46,,1.6945,,19.378,,0.12422,6.683,20.34
2024-02-09,52137.67,2881.2,52.47,0.4523,94.65,0.6193,,9.6915,11.963,2.0396,40.29,8.2,,0.393,60.5,0.5383,29.73,7.86,3.162,7.374,22.47,0.8239,6.28,0.02754,,105.13,3.3472,0.5346,3.332,20.119,2.97952,,0.9992,,2173.0,3.521,,3.793,,,1.3681,0.1875,,,5.869,,0.9614,3.765,112.24,,1.7997,,18.6722,,0.13518,7.657,25.64
2024-02-16,51728.85,3112.59,50.5,0.4963,100.32,0.5914,,9.6543,15.695,1.9046,37.46,8.13,,0.3635,69.35,0.5982,30.97,7.923,3.436,6.437,22.71,1.1037,8.117,0.03047,,101.15,3.2065,0.4973,3.384,18.722,2.94579,,0.9987,,2050.0,3.704,,3.881,,,1.919,0.1883,,,7.215,,0.8244,3.92,103.47,1.948,1.6455,,16.7512,,0.13765,11.138,27.73
2024-02-23,63113.97,3487.81,58.95,0.5903,112.65,0.7279,,11.5984,30.254,2.0439,42.58,10.296,,0.3605,89.39,0.6679,38.06,9.781,3.667,5.914,22.27,1.7702,10.508,0.04488,,119.57,3.3193,0.6325,3.317,20.507,2.844,,1.0893,,2093.0,4.432,,3.988,,,1.9174,0.2302,,,7.558,,0.8194,4.439,130.16,1.843,1.559,,16.39,,0.14065,12.638,31.6
2024-03-01,68955.88,3878.47,67.52,0.6428,126.86,0.7166,,12.7445,41.247,2.068,42.05,12.562,,0.3882,87.83,0.819,40.32,10.261,4.035,7.392,26.06,2.7662,10.685,0.0827,,141.68,3.4147,0.7844,3.282,21.68,3.497,,1.2283,,2817.0,5.947,,4.537,,,3.7942,0.2703,,,11.37,,0.867,4.369,144.39,2.426,1.5553,,16.05,,0.13377,14.233,33.75
2024-03-08,68393.48,3644.71,65.14,0.5863,126.91,0.6814,,14.026,37.606,1.7363,58.45,10.833,,0.343,79.42,0.6897,37.14,10.083,3.584,6.171,22.47,2.8099,9.175,0.06298,,139.6,2.9641,1.428,2.723,18.666,3.192,,1.0886,105.06,3280.0,8.244,,3.583,,,2.9966,0.2326,,,13.144,,0.9046,4.101,201.86,2.116,1.6185,,14.19,,0.12624,12.422,29.26
2024-03-15,67209.99,3454.98,63.15,0.5663,124.85,0.6468,,16.34,37.621,1.6707,55.68,10.547,,0.3683,73.04,0.6812,37.01,9.37,3.417,5.661,22.13,2.5838,8.913,0.06294,,128.37,2.9721,1.2939,3.13,18.518,3.076,,1.0116,101.05,3153.0,7.001,,3.706,,,2.6996,0.3944,,,10.927,,0.8173,4.588,183.88,2.188,1.6783,,13.65,,0.12014,12.039,29.79
2024-03-22,71280.01,3645.29,63.4,0.6175,128.31,0.6501,,17.0751,38.755,1.6616,54.06,11.028,,0.408,79.48,0.6939,40.04,9.647,3.43,5.907,22.39,3.0508,9.96,0.06903,,141.72,3.0442,1.7431,2.964,19.171,3.02,,1.0033,102.95,3924.0,7.294,,3.689,,,2.6634,0.6473,,,10.654,,0.8234,4.665,202.45,2.179,1.9137,,14.32,,0.12296,12.947,30.44
2024-03-29,69360.39,3454.2,58.3,0.567,122.84,0.5892,,13.6318,33.864,1.5287,49.32,9.811,,0.4403,73.32,0.636,37.47,8.704,3.088,5.401,20.22,2.7068,8.833,0.06154,,126.77,2.7114,1.3955,2.695,17.913,2.977,,0.9114,89.68,3632.0,6.916,,3.196,,,2.3546,0.5411,,,9.764,,0.733,4.009,179.52,1.975,1.6421,,12.22,,0.12056,11.401,27.86
2024-04-05,65661.84,3155.11,52.24,0.4186,87.94,0.4673,,9.5825,28.55,1.1795,37.27,7.319,,0.3991,55.03,0.453,30.13,6.855,2.17,3.792,14.02,2.2256,6.153,0.04403,,99.06,2.1721,1.1016,2.11,14.098,2.112,,0.7105,60.41,3033.0,5.721,,2.33,,,1.5201,0.4428,,,8.975,,0.5454,2.972,151.25,1.485,1.1985,586.5,10.57,,0.11243,7.523,21.97
2024-04-12,64941.15,3147.67,54.86,0.4284,91.1,0.4993,,10.0071,32.775,1.1894,37.15,7.562,,0.378,58.69,0.4536,30.69,7.14,2.33,4.014,14.96,2.4196,6.48,0.04893,,99.47,2.1781,1.1538,2.085,15.105,1.928,,0.7135,65.62,3003.0,6.446,,2.445,,,2.0064,0.4619,,,9.091,,0.588,3.058,148.8,1.312,1.3706,474.8,11.53,,0.11132,7.731,22.73
2024-04-19,63118.62,3263.45,52.08,0.4257,90.29,0.4603,,8.99,35.884,1.101,33.95,7.281,,0.3386,55.73,0.4398,29.37,6.728,2.123,3.615,16.29,2.1603,5.899,0.04559,,101.97,2.1006,1.0,2.128,13.809,1.77,,0.7213,66.06,3070.0,7.047,,2.634,,,1.6804,0.3941,,,7.965,,0.5937,2.946,137.99,1.26,1.2177,423.3,10.05,,0.12124,7.825,22.48
2024-04-26,64012.0,3136.41,52.09,0.3909,90.01,0.458,,9.24,40.569,1.0706,37.35,7.493,,0.3763,57.97,0.447,29.23,7.302,2.272,3.363,15.77,2.3614,6.153,0.04632,,98.81,2.241,1.0682,2.024,14.371,1.82,,0.7336,62.22,2910.0,7.49,,2.901,,,2.0126,0.3913,,,9.869,,0.5601,2.839,145.73,1.364,1.0954,455.4,10.24,,0.12107,7.587,23.09
2024-05-03,61483.99,2929.29,49.89,0.3597,83.0,0.4377,,8.35,41.908,0.9972,33.14,6.941,,0.3738,54.1,0.4189,27.83,6.617,2.008,2.862,13.84,2.1673,5.605,0.04156,,83.27,2.1834,1.0562,1.782,13.559,1.632,,0.6707,58.01,2692.0,6.887,,2.523,,,2.401,0.3831,,,10.821,,0.5,2.533,143.43,1.198,1.0037,362.9,9.14,,0.12738,7.064,22.36
2024-05-10,66274.01,3071.19,49.2,0.3793,85.33,0.4672,,8.12,48.125,0.9716,35.6,7.072,,0.2852,54.94,0.4194,28.82,6.931,1.929,2.552,14.34,2.1995,5.552,0.0431,,81.09,2.2377,1.1696,1.726,16.56,1.444,,0.683,59.31,2776.0,7.777,,2.452,,,2.5004,0.423,,,10.05,,0.523,2.564,169.93,1.056,1.0269,365.4,8.82,,0.12117,7.642,23.25
2024-05-17,68507.67,3826.47,48.51,0.4172,109.59,0.4581,,9.04,38.434,1.1935,36.76,7.743,,0.2509,63.88,0.4808,29.81,7.557,2.029,2.927,25.77,2.235,5.855,0.04387,,90.84,2.3524,1.1146,2.567,17.042,1.703,,0.716,80.25,2832.0,7.814,,2.53,,,2.5347,0.4477,,,9.988,,0.5366,3.017,163.41,1.257,1.0419,435.9,9.32,,0.11311,11.167,26.52
2024-05-24,67765.63,3780.91,47.63,0.4688,103.11,0.4465,,8.92,43.425,1.1124,34.91,7.76,,0.2516,57.86,0.4533,29.34,6.988,1.999,3.361,26.43,2.085,5.807,0.04365,,82.16,2.1678,1.0645,2.349,18.143,1.783,,0.6896,76.38,2641.0,7.192,,2.379,,,2.6528,0.4137,,,9.933,,0.4792,2.717,163.15,1.219,1.0164,381.1,11.77,,0.11477,9.422,26.41
2024-05-31,69648.14,3706.4,46.63,0.4431,93.45,0.4442,,8.59,37.682,0.9793,32.98,7.48,,0.2681,54.39,0.417,26.87,6.527,1.914,2.6,20.94,1.737,6.128,0.03896,,84.77,2.0149,1.0109,1.881,16.372,1.588,,0.6552,66.81,2489.0,6.588,,2.231,,,2.3335,0.4691,,,9.213,,0.5018,2.434,162.12,1.168,1.094,362.0,9.06,,0.11688,9.823,23.74
2024-06-07,66676.87,3624.41,46.15,0.4204,85.8,0.4168,,7.9,28.587,0.9243,30.08,6.715,,0.2872,54.03,0.3292,25.81,6.396,1.535,2.034,24.35,1.473,5.24,0.03311,,80.06,1.7107,0.9272,2.15,15.144,1.287,,0.6195,60.64,2429.0,5.64,,2.095,,,2.001,0.3995,,,8.396,,0.4142,2.202,151.3,0.935,0.9698,306.0,8.21,,0.1173,11.984,22.86
2024-06-14,63210.01,3420.91,41.4,0.3881,80.75,0.38,,6.75,27.142,0.784,25.09,5.882,,0.2301,47.71,0.3343,23.49,5.652,1.388,1.53,23.24,1.401,4.289,0.02717,,64.87,1.5052,0.735,2.071,13.194,0.965,,0.5615,47.26,2257.0,5.195,,1.712,,,1.6808,0.3243,,,7.015,,0.3488,1.958,128.69,0.697,0.8811,272.6,6.09,,0.11924,9.772,19.59
2024-06-21,62772.01,3438.16,42.4,0.4003,97.43,0.3924,,7.08,27.83,0.8019,29.36,6.057,,0.213,49.76,0.2856,24.87,6.215,1.395,1.502,30.69,1.431,4.48,0.02768,,67.13,1.5842,0.8198,1.974,14.281,1.051,,0.561,48.0,2538.0,5.304,,1.803,,,1.9025,0.2857,,,7.696,,0.3408,1.995,146.61,0.689,0.8201,272.1,6.201,,0.1247,9.295,20.94
2024-06-28,55857.81,2931.0,37.53,0.3704,78.2,0.3466,,5.58,21.764,0.6505,25.75,4.992,,0.165,44.95,0.2546,21.91,5.911,1.249,1.136,23.33,1.115,3.636,0.021,,54.64,1.1859,0.69,1.565,12.352,0.784,,0.4778,37.54,2119.0,4.401,,1.382,,,1.4728,0.2106,,,6.358,,0.2593,1.529,131.64,0.537,0.64,216.2,5.087,,0.12466,7.647,18.67
2024-07-05,60797.91,3245.08,39.81,0.4242,104.4,0.4317,,6.63,25.283,0.7217,26.35,5.678,,0.1972,50.41,0.2859,27.05,6.32,1.389,1.343,26.33,1.247,4.274,0.02227,,66.4,1.4416,0.8206,1.75,13.448,0.874,,0.5308,41.09,2783.0,5.401,,1.801,,,1.6329,0.2547,,,6.183,,0.3279,1.843,147.66,0.592,0.8073,276.9,6.324,,0.13761,8.426,29.36
2024-07-12,68165.34,3535.92,42.42,0.4322,98.34,0.4469,,7.49,34.255,0.8026,32.64,6.396,,0.1961,52.39,0.2905,28.35,6.43,1.446,1.957,27.3,1.49,4.777,0.02643,,75.23,1.6726,1.0872,1.941,14.816,1.054,,0.5483,50.02,2896.0,6.34,,1.973,,,1.9151,0.2908,,,7.185,,0.3943,1.916,184.49,0.614,0.8591,350.3,7.29,,0.13431,8.124,32.07
2024-07-19,68249.88,3270.16,40.68,0.3639,98.69,0.4073,,6.84,30.7,0.7124,27.4,5.929,,0.1728,47.51,0.2635,26.68,5.718,1.277,1.636,26.57,1.246,4.446,0.023,,61.74,1.438,1.1188,1.575,13.3,0.962,,0.5086,48.63,2636.0,5.445,,1.703,,,1.56,0.2662,6.266,,7.03,,0.3519,1.754,184.9,0.524,0.7498,335.4,5.681,,0.1386,7.532,32.01
2024-07-26,58161.0,2688.92,36.42,0.284,97.19,0.3442,,5.34,20.95,0.5651,21.25,4.708,,0.1299,40.77,0.2448,22.26,4.688,1.081,1.188,18.55,0.925,3.531,0.01756,,44.94,1.101,0.8253,1.218,10.88,0.685,,0.4216,32.61,2169.0,4.133,,1.33,,,1.143,0.1935,4.531,,,,0.2501,1.354,138.33,0.4,0.5775,217.8,4.72,,0.1264,6.147,30.79
2024-08-02,58712.59,2555.38,36.33,0.2546,91.16,0.3276,,5.73,20.03,0.5521,20.4,4.528,,0.1308,40.97,0.2456,24.34,4.495,0.982,1.258,18.04,0.815,3.49,0.01567,,43.13,1.093,0.7866,1.021,10.0,0.671,,0.403,30.87,1886.0,3.868,,1.309,,,1.171,0.2057,4.481,,,,0.2681,1.222,141.57,0.362,0.8737,284.6,5.124,6.21,0.1277,5.902,41.1
2024-08-09,58427.35,2612.15,37.14,0.2415,111.38,0.3342,,5.79,21.19,0.537,20.82,4.653,,0.1331,42.44,0.3085,25.87,4.39,1.11,1.307,18.38,0.816,3.548,0.01705,,42.78,1.108,0.7628,1.056,10.09,0.696,,0.4116,31.25,1935.0,3.9,,1.335,,,1.185,0.2066,4.497,,,,0.2666,1.381,142.42,0.359,0.8246,280.5,4.997,6.887,0.1351,6.171,42.77
2024-08-16,64220.0,2746.13,39.1,0.2717,135.47,0.3849,,7.34,26.25,0.5976,26.92,5.259,,0.1527,51.18,0.334,26.34,4.819,1.137,1.763,21.27,1.363,4.159,0.02159,,47.43,1.497,0.8869,1.239,12.1,0.826,,0.5244,38.94,2131.0,4.919,,1.551,,,1.505,0.2456,6.314,,,,0.351,1.587,158.92,0.415,0.999,349.0,5.696,5.77,0.1664,6.626,39.78
2024-08-23,57301.86,2425.72,36.39,0.2252,120.7,0.3311,,6.17,20.78,0.49,21.42,4.449,,0.1149,42.63,0.2654,22.72,4.068,0.855,1.24,16.83,1.139,3.36,0.01765,,35.26,1.287,0.705,1.004,10.37,0.609,,0.4023,30.24,1688.0,3.849,,1.357,,,1.138,0.2023,4.82,,,,0.2664,1.262,128.5,0.357,0.7606,263.7,4.233,5.184,0.1556,5.614,29.4
2024-08-30,54869.95,2297.3,35.78,0.251,125.98,0.339,,6.04,20.16,0.5088,23.25,4.34,,0.1158,41.34,0.2759,23.91,4.161,0.875,1.326,16.36,1.101,3.408,0.01868,,36.41,1.202,0.7094,0.944,10.35,0.658,,0.3757,29.13,1541.0,3.756,,1.418,,,1.115,0.2132,4.873,,,,0.2812,1.289,130.15,0.435,0.9393,246.0,4.064,4.896,0.1532,6.348,27.73
2024-09-06,59132.0,2316.1,38.75,0.2456,143.37,0.3385,,5.88,19.03,0.511,23.8,4.58,,0.1213,42.76,0.2649,23.57,4.393,0.886,1.427,16.7,1.336,3.447,0.01749,,37.13,1.282,0.7321,0.994,10.81,0.669,,0.3794,30.5,1540.0,4.016,,1.473,,,1.187,0.217,4.945,,,,0.2993,1.366,131.37,0.389,1.0787,302.0,4.8,5.554,0.149,6.533,29.22
2024-09-13,63578.76,2581.0,39.76,0.276,162.11,0.3517,,7.96,19.52,0.6,27.29,4.895,,0.1459,47.17,0.2962,24.92,4.311,0.923,1.729,18.2,1.613,3.722,0.02028,,38.79,1.683,0.8244,1.112,11.13,0.78,,,36.18,1583.0,4.524,,1.69,,,1.326,0.2532,5.629,,,,0.3717,1.528,144.63,0.389,1.5848,469.6,5.354,5.62,0.1517,6.636,30.19
2024-09-20,65602.01,2657.62,42.73,0.2977,161.5,0.3975,,8.07,23.4,0.6454,29.04,5.51,,0.1462,47.41,0.2996,25.54,4.767,1.081,1.816,19.76,1.621,4.083,0.02436,,44.15,1.8,0.9177,1.325,12.46,0.912,,,40.81,1656.0,5.504,,1.902,,,1.81,0.2678,6.668,,,,0.4823,1.677,158.46,0.4744,1.758,560.6,6.008,5.847,0.1565,7.454,29.08
2024-09-27,62819.91,2440.03,41.75,0.2629,150.12,0.3575,,8.71,19.64,0.5595,26.94,4.688,,0.122,44.35,0.2601,24.25,4.191,0.8901,1.529,17.18,1.474,3.699,0.02092,,37.44,1.525,0.7897,1.081,11.27,0.751,,,35.8,1455.0,4.95,,1.684,,,1.97,0.244,5.435,,,,0.4389,1.43,146.48,0.3979,1.841,634.9,5.315,5.315,0.1543,7.079,29.27
2024-10-04,62870.02,2468.91,41.83,0.2569,154.64,0.3486,,10.19,19.31,0.5295,29.06,4.675,,0.1205,44.36,0.2573,23.75,4.162,0.9332,1.723,16.99,1.419,3.568,0.02176,,37.26,1.502,0.7952,1.049,10.75,0.799,,,33.76,1329.0,4.704,,1.714,,,2.078,0.2367,5.389,,,,0.4905,1.455,147.74,0.4204,2.3438,640.5,6.247,5.192,0.1626,7.682,35.43
2024-10-11,69031.99,2746.91,40.49,0.2912,158.88,0.3649,,10.0,19.55,0.6129,28.96,5.194,,0.139,47.15,0.2759,24.7,4.579,1.3143,1.872,19.14,1.464,3.986,0.02421,,40.47,1.653,0.9763,1.215,11.98,0.819,,,45.71,1231.0,4.979,,1.81,,,2.03,0.2626,5.514,,,,0.4532,1.625,167.4,0.4338,2.1282,603.2,6.105,5.358,0.1567,7.76,36.91
2024-10-18,68021.7,2507.8,39.36,0.2573,147.94,0.3399,,9.2,16.2,0.5195,25.77,4.83,,0.105,42.75,0.2427,22.29,4.128,1.0324,1.519,16.34,1.274,3.565,0.02071,,35.47,1.34,1.0185,1.038,10.99,0.675,,,39.22,1105.0,4.308,,1.594,,,1.621,0.2307,4.872,,,,0.3748,1.414,176.63,0.3786,1.7559,510.9,5.129,4.997,0.164,7.534,38.38
2024-10-25,68775.99,2457.73,37.29,0.2311,132.87,0.3341,,8.19,13.87,0.4823,23.54,4.472,,0.0898,40.7,0.2302,21.81,3.784,0.9022,1.322,15.86,1.143,3.341,0.01795,,31.53,1.106,0.8835,0.959,10.76,0.6,,,36.8,1176.0,3.688,,1.432,,,1.501,0.2027,4.449,,,,0.3483,1.284,162.53,0.346,1.9466,434.4,4.556,4.818,0.1651,7.047,37.22
2024-11-01,80370.01,3183.21,43.54,0.2876,190.06,0.5901,,10.9,18.72,0.6287,31.89,5.512,,0.1207,50.0,0.2845,25.9,5.241,1.2313,1.682,19.13,1.443,4.267,0.02518,,40.21,1.304,1.2488,1.289,14.25,0.81,,,51.05,1468.0,4.723,,1.641,,,1.929,0.259,5.635,,,,0.4674,1.643,210.07,0.4565,3.0331,560.0,5.579,5.274,0.1639,9.212,45.49
2024-11-08,89855.99,3076.0,44.94,0.3006,161.98,0.7026,,11.79,17.47,0.6741,34.71,5.495,,0.1132,51.55,0.32,27.38,5.424,1.2454,1.559,17.67,1.259,4.345,0.02826,,39.95,1.298,1.1929,1.157,13.78,0.8,,,44.34,1478.0,5.705,,1.678,,,1.722,0.2837,7.08,,,,0.5,1.616,237.47,0.4513,3.7839,491.1,5.025,5.383,0.1993,8.751,44.5
2024-11-15,97900.04,3361.2,51.92,0.3968,171.14,1.0226,,12.52,22.03,0.8621,42.06,8.342,,0.1405,67.12,0.5081,34.2,8.825,1.5507,2.443,20.26,1.532,5.724,0.03946,,57.43,1.768,1.1277,1.458,17.91,1.135,,,58.27,1733.0,6.873,,2.201,,,1.949,0.3436,8.045,,,,0.6623,2.135,252.73,0.611,3.3958,527.4,7.954,6.151,0.2085,10.899,52.6
2024-11-22,97185.18,3707.61,54.61,0.4447,209.24,1.1496,,13.44,25.16,0.9689,45.09,8.257,,0.154,72.26,0.6708,46.03,9.289,1.7054,2.386,41.27,1.842,6.861,0.04405,,60.09,2.02,1.2496,1.823,18.92,1.195,,,61.2,1837.0,6.915,,2.467,,,2.217,0.3888,8.718,,,,0.6534,2.531,236.8,0.7115,3.4763,636.4,8.0,6.836,0.2072,13.06,60.04
